,text,label
4010,who painted mother and child,4
4011,what is carpal tunnel syndrome,7
4012,what do you call a section of your finger from one joint to another,21
4013,where can i buy a hat like the kind jay kay from jamiroquai wears,16
4014,what united states city produces the most oil,22
4015,what animal has the biggest eyes,2
4016,what astronomical phenomenon takes place in jan 1999,10
4017,what 1965 film had jack lemmon portraying a cartoonist,1
4018,what year did the vietnam war end,8
4019,what is shirley maclaine known as,21
4020,what is the pennsylvania state income tax rate,41
4021,what is a cullion,7
4022,why are haunted houses popular,9
4023,what animal was the heatseeking missile called the sidewinder named for,2
4024,name pittsburgh s baseball team,5
4025,what does a topophobic actor suffer from,24
4026,what country did the nile river originate in,19
4027,what is snoogans,7
4028,how long was mao s 1930s long march,43
4029,what bowl game began as an eastwest contest between michigan and stanford in 192,30
4030,what british commander surrendered to george washington at yorktown in 1781,4
4031,what is a portal,7
4032,where did the term 86 come from,12
4033,what state did anita bryant represent in the 1959 miss america contest,11
4034,what baseball player was walked the most times,4
4035,what does saute mean,7
4036,what is an aortic abdominal aneurysm,7
4037,how can i transport files from one computer to another,0
4038,what prompted the copilot of the enola gay to enter only my god in his log,9
4039,what should the temperature be set at while baking peachy oat muffins,44
4040,what causes someone to be ticklish,9
4041,how was the aclu formed,0
4042,why are lions called king of the jungle,9
4043,from what cause does tuberculosis stem,9
4044,what is the speed of the mississippi river,38
4045,which country is the largest country in latin america,19
4046,what can i use to remove the stubborn gummed labels from some diskettes,14
4047,how many games are played in a fiveteam roundrobin tournament,13
4048,what country contains the highest point in south america,19
4049,what element from the periodic table is a gas or a solid but never a liquid,29
4050,what is tetrinet,7
4051,what is the definition of a witch,7
4052,what does the name gina mean,7
4053,what kind of suit did true hepcats wear in 1942,27
4054,what is the homelite inc home page,16
4055,what does a spermologer collect,14
4056,how long was the longest sneezing attack,28
4057,why is the development of space so important,9
4058,what does a farrier put shoes on,14
4059,where is the kalahari desert,16
4060,what beer is rockin america,18
4061,how does a hydroelectric dam work,0
4062,what company markets a shampoo for brunettes only,5
4063,where is the group m people from,16
4064,where can i get information on the original 13 us colonies,16
4065,what is a fear of failure,24
4066,what is the fastest commercial automobile that can be bought in the us,14
4067,what is the latitude and longitude of el paso texas,37
4068,what are other ways of getting stretch marks besides pregnancy weight loss and weight lifting,32
4069,how do you calculate the change in enthalpy of a chemical reaction,0
4070,what four forms does gold occur in,14
4071,what is the theory of equivalence states,7
4072,what common plant has a button cap cup gills and ring,31
4073,what color are tennis balls,20
4074,what is the deepest area of the arctic ocean,16
4075,when did hitler come to power in germany,8
4076,what is the secondbiggestselling magazine in america,1
4077,what are the lyrics to the star spangled banner,12
4078,what does the ts stand for in ts eliot s name,3
4079,what was the sequel to the pink panther,1
4080,what characteristics contribute to its intelligence,9
4081,what species was winnie the pooh,2
4082,name the first russian astronaut to do a spacewalk,4
4083,what island group is guadalcanal a part of,16
4084,who betrayed norway to the nazis,4
4085,what are the chances of pregnacy if the penis does not penetrate the vagina,41
4086,what is the origin of the term buffalo wings that is used as a menu item in bars across the nation for chicken wings in a spicey sauce,12
4087,where can i read about abraham lincoln,16
4088,how many people died on dday,13
4089,where could i go to take a ride on a steam locomotive,16
4090,what product features a frog that says dig em,27
4091,what day is august 13 1971,8
4092,what is a fear of glass,24
4093,who is charles lindbergh,34
4094,how many people in america snore,13
4095,how do you fix squeaky floors,0
4096,how can i find a list of celebrities real names,0
4097,what is the motto for the state of maryland,12
4098,who was the oldest us president,4
4099,which of the seven dwarfs comes first alphabetically,4
4100,what color is chablis,20
4101,what ship did lloyd m bucher command,47
4102,who portrayed the man without a face in the movie of the same name,4
4103,how is it correct to say qigong,0
4104,what two historical figures who fought each other in a famous battle each have a food named after them,4
4105,how many grooves are on a dime s edge,13
4106,what is a fear of trees,24
4107,how many spears are there on kenya s flag,13
4108,what do the 12 days of christmas mean,7
4109,what was the favorite sport of tom wolfe s the pump house gang,30
4110,what is the capital of seattle,22
4111,how many layers does a bottle of yoohoo settle into,13
4112,what radio tv and movie character did jackie gleason and william bendix play,4
4113,how long were tyrannosaurus rex s teeth,43
4114,how many frames does a disk camera shoot,13
4115,name the only extant trilogy of classical greek plays,1
4116,what is the name of the michelangelo painting that shows two hands with fingers touching,1
4117,who is always trying to get the rent from andy capp,4
4118,what is the largest snake in the world,2
4119,how far away is the moon,43
4120,who is the fastest guitarist,4
4121,how do you box train a cat,0
4122,what harmful chemicals are in bug spray,29
4123,who is count cinzano,34
4124,who shoplifts,4
4125,what is a courier,7
4126,how can you tell if someone is lying,0
4127,who is the worst us president ever,4
4128,how many colors are there in a rainbow,13
4129,what is april s gemstone,14
4130,what is the name of the planet that the ewoks live on,16
4131,what does a dipsomaniac crave,14
4132,what are the numbers that fit into fermont s last theorem,37
4133,which sex is denied voting rights in kuwait,14
4134,what is the current ticket fare from from cairo to barbados,26
4135,what is a fear of being alone,24
4136,why do airliners crash vs gliding down,9
4137,what is the name of the city that maurizio pellegrin lives in,22
4138,what southern california town is named after a character made famous by edgar rice burroughs,22
4139,who was the actor who played sam in the movie casablanca,4
4140,who is played the most games for the new york yankees,4
4141,what is the most famous german word in the english language,39
4142,how do you say 2 in latin,21
4143,what country was first to use the airplane as a weapon of war against the turks in libya,19
4144,what us state has the lowest highest elevation at 6 feet,11
4145,what film had bette davis creating a scandal by wearing a daring red gown to a society ball,1
4146,what is dudley doright s horse s name,2
4147,who said the victor will never be asked if he told the truth,4
4148,why did the chicken cross the road,9
4149,how big is our galaxy in diameter,33
4150,how can you contact play producers and promoters online,0
4151,approximately how much does a teaspoon of matter weigh in a black hole,48
4152,where is los vegas,16
4153,what was the worst hurricane,10
4154,name one of the major gods of hinduism,4
4155,what body of water does the danube river flow into,16
4156,in what city or state do the most gay men live in,16
4157,how many electoral votes does it take to win presidency,13
4158,why does it say on children s cough syrup not to drive while using this medication,9
4159,how does a rainbow form,0
4160,what new year is celebrated on february 16th,10
4161,what are darning needles and horse stingers better known as,21
4162,what does a phobophobe fear,14
4163,what started in 1849 when gold was discovered at sutter s mill,10
4164,what color bottles do good rhine wines come in,20
4165,when did princess diana and prince charles get married,8
4166,when will the millennium officially begin,8
4167,what is zionism,7
4168,what was the average life expectancy during the stone age,28
4169,what does visine get out,14
4170,how do storms form,0
4171,who is robin williams,34
4172,who owns the st louis rams,4
4173,who is coronado,34
4174,how do you make panoramic sugar eggs for easter the ones with the scene inside,0
4175,what is a horologist,7
4176,what is the chemical reactivity of argon,37
4177,what line of candy products included super skrunch and peanut butter oompas,18
4178,what is the best way to lose the flab under your chin and around your face,32
4179,what country offered albert einstein its presidency in 1952,19
4180,what country was general douglas mcarthur in when he was recalled by president truman,19
4181,what are the powers and weaknesses of green lantern s ring,12
4182,where can i find information on the cyclone that hit new jersey on 8281941,16
4183,what is crabgrass,7
4184,which large us city had the highest murder rate for 1988,22
4185,what is the difference between molecules and compounds,12
4186,what month s third weekend is the monterey jazz festival held on,8
4187,what is a fear of disease,24
4188,what is a heuristic,7
4189,name the scarfaced bounty hunter of the old west,4
4190,when did president kennedy lee harvey oswald and jack ruby all die,8
4191,how do websites like yahoo and excite make money,0
4192,what plant is rum made from,31
4193,what are britain s two longest rivers,16
4194,what is the abbreviation for original equipment manufacturer,36
4195,cnn began broadcasting in what year,8
4196,what are the characters names in the scoobydoo cartoon,4
4197,what us state is dixville notch in,11
4198,what is cat scratch fever,7
4199,what civilization invented the arch,5
4200,who danced into stardom with fred astaire in 1941 s you will never get rich,4
4201,what are super balls made of,29
4202,how many boys play the game in winslow homer s 1872 painting snap the whip,13
4203,what organic fuel do bogdwellers use a slane to cut,29
4204,what vladimir nabokov novel features professor humbert in love with a 12yearold girl,1
4205,what determines the value of the pearl,14
4206,what did british companies stick 175 0 tons of tea into in 1982,14
4207,how did the jacko lantern get it is name,0
4208,what former president s daughter has written a book titled murder in the white house,4
4209,what month date and year did charles i die,8
4210,where was the cisalpine republic 1797185,16
4211,what kind of substance is dextropropoxyphen napsylate,29
4212,what meter did shakespeare use in writing to be or not to be that is the question,14
4213,where are the us headquarters for procter gamble,16
4214,who wrote the lyrics to porgy and bess,4
4215,where did the name daniel originate,16
4216,how is cologne made,0
4217,who killed gandhi,4
4218,what do you call the feeling of having experienced something before,21
4219,on average how long time does it take to type a screenplay,28
4220,where is burma,16
4221,what are the shortest and the longest songs ever produced,1
4222,what country is located at 13 degrees north latitude and 10 degrees east longitude,19
4223,what american actress was the first to be called a vamp,4
4224,how many teaspoons make up a tablespoon,13
4225,what is the rounded part on the top of a matchbook called,21
4226,how long does it take for spiderman s web to evaporate,28
4227,who was the first person to study the stars,4
4228,what does sos stand for,3
4229,how do you clean badly tarnished brass,0
4230,what is an autocommentary,7
4231,who sent the brief message i came i saw i conquered,4
4232,what american league baseball team s worst finish between 1926 and 1964 was fourth,5
4233,what is the name of the tokyo stock exchange,21
4234,what character did tex avery first create upon arriving at mgm,4
4235,what stadium do the miami dolphins play their home games in,16
4236,what appointments secretary to richard nixon went to jail,4
4237,for what reason did some san diego schools stop serving apples,9
4238,the second most popular sport worldwide is what,30
4239,what is the population of the largest chilean city,13
4240,jude law was in what movie,1
4241,winnie the pooh is what kind of animal,2
4242,what is the southern dish made of pigs small intestines,18
4243,what is ethylene,7
4244,what is the most popular form of gambling with women in las vegas,30
4245,what was the longest war in us history,10
4246,what are kythnos siphnos seriphos and mykonos,7
4247,what is the shape of a camel s spine,14
4248,where can i find detailed information about manchukuo,16
4249,why is the word abbreviation so long,9
4250,what are the unemployment statistics for the years 1965 and 1990,37
4251,what two european countries entered the war of american independence against the british,19
4252,where can i get a photograph of professor randolph quirk,16
4253,what william makepeace thackeray novel was made into a film by stanley kubrick,1
4254,what did woody allen call the japanese gangster film he dubbed into english as a comedy,1
4255,what is the name for clouds that produce rain,21
4256,where can one find rider college,16
4257,what one of the backstreet boys are single,4
4258,how is the word qigong pronounced,0
4259,what weapon is the mythological character apollo most proficient with,14
4260,why are there olives in martinis,9
4261,what are the names of the different toes,23
4262,what king boycotted prince charles s wedding,4
4263,what are the ingredients of cocacola,29
4264,what did thomas paine write,1
4265,what irwin allen bomb has richard widmark saying he will be the first officer in history to get his butt kicked by a mess of bugs,1
4266,what is the population of mexico,37
4267,how can you prevent it,0
4268,how many members of a family could be drafted in the us military during world war ii,13
4269,when did mount st helen last have a significant eruption,8
4270,what caused the titanic to sink,9
4271,what is the electronic device used to produce visual displays corresponding to electric signals,14
4272,what famed clown appeared on an early howdy doody show and insisted that clarabell be made up as a real clown,4
4273,what color flies closest to the staff on belgium s flag,20
4274,who played al jolson in the jolson story,4
4275,what is chiricahua the name of,21
4276,what is the immaculate conception,7
4277,what is the world s highest peak,25
4278,which beatles disc cover honors the rolling stones,1
4279,what foods contain the most protein,18
4280,what country in 1998 had the most suicides regardless of population size,19
4281,what two presidents of the us published books of poetry,4
4282,what is the filmmakers collabrative,7
4283,when did the use of the syringe first appear in medicinal history,8
4284,what is a coup de poing to a french boxer,7
4285,who was the first host of person to person,4
4286,what is literary criticism,7
4287,what fourlegged creature did a cornell university study say would make man s best companion in space,2
4288,where can i get information concerning child custody files for the state of utah,16
4289,what are the most common elements in the earth s crust,29
4290,what was einstein s iq,37
4291,on which date is the ukrainians christmas,8
4292,where was poe born,16
4293,what is splatterpunk,7
4294,what is a glory hole,7
4295,what year did spielberg make jaws,8
4296,what common ailment can not you catch at the north pole,24
4297,jackson pollock is of what nationality,19
4298,what is the shape of a football as stated in the nfl rulebook,14
4299,what 1915 film was the first to gross 5 million,1
4300,what kind of women gave sigmund freud erotic dreams,4
4301,what is hydrogen,7
4302,what is mark mcgwire s email address,16
4303,what is the starting salary of a radiographer,26
4304,why does sound travel quicker through water than air,9
4305,what is a fear of thunder,24
4306,how many pitchers occupy the shelf beside the crouching woman in edgar degas s 1886 painting the tub,13
4307,which of the following celebrities started his showbiz career as a disc jockey,4
4308,in what year did joe dimaggio compile his 56game hitting streak,8
4309,what city was john f kennedy nominated for president in,22
4310,what toy can you make sleep,27
4311,who took the toys donated for the doodyville orphans fund and kept them for himself,4
4312,what do a diamond and lump of coal have in common,12
4313,how do you say 2 in latin,21
4314,what actress starred in the lion in winter,4
4315,what is the name of the female counterpart to el nino which results in cooling temperatures and very dry weather,21
4316,what are the names of the tourist attractions in reims,16
4317,what capital is built around monument circle which contains soldiers and sailors monument,22
4318,how many mines can still be found in the falklands after the war ended,13
4319,where is one s corpus callosum found,16
4320,when superman needs to get away from it all where does he go,16
4321,what movie did madilyn kahn star in with gene wilder,1
4322,in what year did the us marine corps adopt the motto semper fidelis,8
4323,who portrayed fatman in the television show jake and the fatman,4
4324,which condiment was once sold as a patent medicine,18
4325,in what year was the first patent for the pulltab opener on cans obtained,8
4326,what is the name of the islamic counterpart to the red cross,21
4327,what is a bone marrow transplant meant for,7
4328,name the disposable razor that costs about 19 cents,27
4329,what sea surrounds the cayman islands,16
4330,what color beans did the ancient romans refuse to eat,20
4331,what country was kim philby really working for,19
4332,how do i stop background noise in a car stereo,0
4333,what does iq stand for,3
4334,how many milligrams are in a gram,13
4335,what is the name of pittsburgh s baseball team,5
4336,who won the battle of gettysburg,4
4337,what is the mission of nike,10
4338,what are some colorful flowers that will bloom in the fall in new england,31
4339,what is the lost colony,7
4340,how does general mills manufacture cheerios,0
4341,in what city is the famed st mark s square,22
4342,what kind of creatures are black yellow and brown bullheads,2
4343,what are the most common causes of death in the us,9
4344,who penned neither a borrower nor a lender be,4
4345,what is platinum,7
4346,where can i get us economic statistics,16
4347,who was garrett morgan married to,4
4348,where did bill gates go to college,16
4349,who was the mother of the man who would not be king the duke of windsor,4
4350,what was al capone s nickname,4
4351,what causes panic attacks,9
4352,which classical spanish writer said all that glitters is not gold,4
4353,what is the protection rate of using condoms,37
4354,how hot does the inside of an active volcano get,44
4355,whose funeral train traveled from washington dc to springfield illinois,4
4356,name four comic strips about pilots,1
4357,what kind of creature is a coot,2
4358,what are the historical trials following world war ii called,10
4359,who is the sexiest women in the world,4
4360,how is plastic made,0
4361,what is the secondmostused vowel in english,15
4362,what is the name of popeye s adopted son,4
4363,what war saw battles at parrot s beak and black virgin,10
4364,what exactly specifically does sleep do for you,12
4365,what asian spiritual and political leader was married at the age of 13,4
4366,what product on the market is good for hiding facial scars,27
4367,what was lost and regained by poet john milton,14
4368,who wrote poems are made by fools like me but only god can make a tree,4
4369,what events happened january 26 1978,10
4370,what is the fourth dimension,7
4371,what does ribavirin consist of,29
4372,what causes pneumonia,9
4373,what causes an earthquake,9
4374,in what film did steven spielberg s dog star as the main character s dog,1
4375,name a canine cartoon character other than huckleberry hound to have a voice by daws butler,4
4376,what do mormons believe,12
4377,how did pt barnum bill the diminutive charles s stratton,0
4378,who was the author of john brown s body,4
4379,what is witch hazel,7
4380,what is the richest state in the us,11
4381,what is the main vegetable in vichyssoise,18
4382,name the ship beany and cecil sailed,47
4383,what was the alternate to vhs,14
4384,who is john macarthur 17671834,34
4385,what title did suzette charles assume for two months in 1984,6
4386,what is the abbreviation for trinitrotoluene,36
4387,what did esquire name ash hole of the year for 1980,14
4388,what year did apartheid start,8
4389,what is in baby powder and baby lotion that makes it smell the way it does,9
4390,what is the maximum length in inches of a first baseman s glove,13
4391,where is kings canyon,16
4392,what canal does the thatcher ferry bridge span,16
4393,what was the infamous pseudonym of peter sutcliffe,4
4394,what is the date of bastille day,8
4395,how do you get a girl to have sex with you,0
4396,how you can raise your iq,0
4397,who were the picts,4
4398,what sign is the best love match for a horoscope sign,45
4399,where are zebras most likely found,16
4400,what food did marco polo introduce into italy from the court of kubla khan,18
4401,what does laser stand for,7
4402,what is a drinker respirator better known as,21
4403,what does the ouarterly review of doublespeak call an inoperative statement,21
4404,what british tv series featured emma peel,1
4405,what new games are available for nintendo 64,30
4406,where does the santa fe trail begin and end,16
4407,who is the president of ghana,4
4408,what can be done about snoring,12
4409,what georgia town did scarlett o hara condemn as being full of pushy people,22
4410,who sings angel eyes from the 80 s,4
4411,what film featured a snarly character named kid shelleen,1
4412,what corporation does madonna advertise for,5
4413,how many men died building the mackinaw bridge,13
4414,what heavyweight boxer was known as the wild bull of the pampas,4
4415,who commanded the french forces at the battle of orleans,4
4416,where is the bulls basketball team based,16
4417,which japanese car maker had its biggest percentage of sale in the domestic market,5
4418,how many miles is it from frankfurt germany to salzburg austria,13
4419,what is the name of the wilkes plantation in gone with the wind,16
4420,what city in the us experienced the most growth recently,22
4421,what does the name anthony mean,7
4422,which member of charlie s angels sang vocals for josie and the pussycats,4
4423,what crooner joined the andrews sisters for pistol packin mama,4
4424,what is a green bog,7
4425,who used auh2o as an election slogan,4
4426,what chemicals are used in lethal injection,24
4427,what basketball maneuver did bert loomis invent,32
4428,what is the full classification of a lady bug,2
4429,how many people have been killed in wars armed conflicts,13
4430,what is a gandy dancer,7
4431,which two products use a tiger as their symbol,27
4432,what actor starred in 1980 s blue lagoon 1982 s the pirate movie and 1983 s a night in heaven,4
4433,what were the first frozen foods,18
4434,what is a node in computer terms,7
4435,what does vcr stand for,3
4436,how can i register my website in yahoo for free,0
4437,what city would you be in if you were feeding the pigeons in the piazza san marco,22
4438,what populous state covers 49 576 square miles,11
4439,where can i read about chiang kaishek,16
4440,what were the achievements of richard nixon,14
4441,what country is the worlds leading supplier of cannabis,19
4442,what is the estimated total us whitetail deer population,13
4443,who replies i know to princess leia s confession i love you in the empire strikes back,4
4444,when was the parthenon built,8
4445,how can i trace my family roots,0
4446,what river does the grand coulee dam dam,16
4447,when did nostradamus believe world war iii would begin,8
4448,what is the treatment for depression,32
4449,how do you stop junk snail mail,0
4450,when did the starspangled banner become the national anthem,8
4451,what us congressman said keep the faith baby,4
4452,what is alice cooper s real name,4
4453,what is the meaning of cpr,7
4454,what mary tyler moore show regular came into the world as tadeus wladyslaw konopka,1
4455,what country s royal house is bourbonparma,19
4456,what is the origin of the term blue moon and how often do they occur,12
4457,what percentage of the silver production is done by independent silversmiths,41
4458,name dondi s adoptive grandfather,4
4459,what is an isthmus,7
4460,what are chloroplasts,7
4461,which college did dikembe mutombo play basketball at,5
4462,to what does microsoft s windows 3 owe its success,14
4463,how many flavors of ice cream does howard johnson s have,13
4464,what us vicepresident killed alexander hamilton in a duel,4
4465,where is melbourne,16
4466,what is the capital of kosovo,22
4467,what is the difference between jazz and blues,12
4468,what are the only players eligible to score points in roller derby called,6
4469,who followed up his first two underwater thrillers with the girl of the sea of cortez,4
4470,what is the name of the tallest mountain in the world,25
4471,what is the largest sculpture in the world,1
4472,what year was the naacp founded,8
4473,what is a fear of parasites,24
4474,what is bill gross s email address,16
4475,what actress s autobiography is titled shelley also known as shirley,4
4476,how many home runs did babe ruth hit in his lifetime,13
4477,how many points is a disk in the center hole worth in crokinole,13
4478,what was george washington afraid of,14
4479,who was the first jockey to ride two triple crown winners,4
4480,what little red car is mentioned in pop singer prince s hit song,14
4481,what artist s studio was the bateaulavoir in montmartre,4
4482,what is the most advanced handheld calculator in the world,27
4483,what disease is the secondbiggest killer of north americans,24
4484,what english queen had six fingers on one hand,4
4485,how do boats float,0
4486,what baseball team owner and sailor is known as the mouth of the south,4
4487,how do you send a movie transcript to hollywood so that it can be produced into a film,0
4488,what breed of dog was the little rascals dog,2
4489,what us city s skyline boasts the gateway arch,22
4490,what author of the days of our lives cookbook signed on in 198 as liz chandler in tv s days of our lives,4
4491,how does the nintendo zapper work,0
4492,what information can you get me on fairground park in st louis,12
4493,how many hummingbird eggs could fit in one ostrich egg,13
4494,what was the name of the confederate mounted guerrilla group with which jesse james and coleman younger had ridden,5
4495,what line divided the north and south in the us civil war,14
4496,when did they canonize the bible,8
4497,which company claimed to be the world s biggest toy store,5
4498,what is plc,7
4499,where can i find out the top 1 singles,16
4500,where did the japanese imperial forces surrender to end wwii,16
4501,what is the name of the actress who starred in the movie silence of the lambs,4
4502,what letter is to the right of k on a typewriter keyboard,15
4503,what does the doubleo indicate in 007,7
4504,what is new england s highest mountain,25
4505,name a movie about the sioux indians starring kevin costner,1
4506,what is the slowest olympic swimming stroke,32
4507,when was the battle of hastings,8
4508,what are the factors leading to the high teen pregnancy rate in spartanburg south carolina,9
4509,what are tourist attractions in reims,16
4510,what trophy is awarded to the winners of the super bowl,14
4511,what is the origin of the word sideburns,12
4512,whom does uncle duke s girl friend honey room with,4
4513,who built the first successful stern wheel steamboat,4
4514,where can i find all the information i need to know about the english civil war 16421649,16
4515,what is chronic constipation a symptom of,24
4516,what handicraft requires you to interlace your warp and weft,32
4517,what concerts are held in new york this week,10
4518,what is the main application of sodium hydrosulfite,12
4519,what wellknown music personality is the father of an adopted son named hans christian henderson,4
4520,how many bottles of wine were prisoners in the bastille allowed per day,13
4521,who is the man behind the pigthe man who pulls the strings and speaks for miss piggy,4
4522,who was charles lindbergh s wife,4
4523,what was the death toll at the eruption of mount pinatubo,37
4524,what direction do most baseball pitchers pitch toward,16
4525,how fast do cheetahs run,38
4526,what south american country won its first world cup soccer title in 1978,19
4527,what enigmatic us vice president was once tried and acquitted for treason in a plot to set up his own independent empire in the west,4
4528,what is the name of the tampa newspaper,1
4529,what is nitrox diving,7
4530,what kind of nuts are used in marzipan,18
4531,how many propellers helped power the plane the wright brothers flew into history,13
4532,how high must a mountain be to be called a mountain,43
4533,why do people get goosebumps when they have something emotional happen to them like when they hear a beautiful piece of music or see something beautiful or get aroused by someone they love,9
4534,who portrayed field marshal erwin rommel in the desert fox,4
4535,who is the nebbish that is marvel s official mascot,4
4536,what is troilism,7
4537,what is the last line of dickens s a christmas carol,12
4538,how many pairs of wings does a tsetse fly have,13
4539,in what olympic games did nadia comaneci become popular,30
4540,what is the latitude and longitude of el paso texas,37
4541,who is the monarch of the united kingdom,4
4542,what is the sp 500 used for,9
4543,what is the origin of the word attic,12
4544,what frederick forsyth novel chronicles the toppling of an african government by mercenaries,1
4545,how many american soldiers are stationed in south korea,13
4546,what is a fear of fish,24
4547,what beer advertised that it had three rings,18
4548,when did fraze get his first patent for the pulltab can,8
4549,which team won the super bowl in 1968,5
4550,name a civil war battlefield,16
4551,what is color,7
4552,what is fellatio,7
4553,how much money did the marcos steal from their country,26
4554,how many fiddlers did old king cole have,13
4555,what is comic strip photographer peter parker s secret identity,4
4556,what is the dot on an the letter i called,21
4557,when did communist control end in hungary,8
4558,what jrr tolkien book features bilbo baggins as the central character,1
4559,where are the austerlitz and victor hugo subway stops,16
4560,how can i get some free technical information on electric vehicle,0
4561,what whisky is known by the company it keeps,18
4562,what is office automation,7
4563,how is a hydrogen bomb different from a nuclear bomb,0
4564,what is a mathematical factor,7
4565,how can i get my product licensed by the nba,0
4566,what is a transistor,7
4567,what is the address for the main government office in rome italy,16
4568,name the university of which woodrow wilson was president,5
4569,rotary engines were manufactured by which company,5
4570,what is a fear of hell,24
4571,how old was sir edmund hillary when he climbed mt everest,28
4572,what is the population of ohio,37
4573,who wrote the ugly duckling,4
4574,which produces the longer sperm an elephant or a mouse,2
4575,who was the first american world chess champion,4
4576,what good are mosquitoes,12
4577,who is the best known villain of the 165 gunpowder plot,4
4578,how many miles is it from ny to austria,13
4579,who was scrooge s dead partner in dickens s a christmas carol,4
4580,what is a fear of jealousy,24
4581,what is the english meaning of caliente,7
4582,what constellation is known as the water bearer,16
4583,how long ago did the anglican church part from the vatican,28
4584,where can i find information on george bush,16
4585,what are the short and longterm effects of underage drinking,12
4586,what store claims to be the world s largest department store,5
4587,who was president cleveland s wife,4
4588,what tale has the moral he who wants everything gets nothing,1
4589,what causes headaches,9
4590,who shared a new york city apartment with roger maris the year he hit 61 home runs,4
4591,what is a fear of weakness,24
4592,what latenight tv show features larry bud melman and toast on a stick,1
4593,what do you know about multicultural and multilingual schools,12
4594,what us general was courtmartialled for criticizing american air power,4
4595,which hair care product told us hate that gray wash it away,27
4596,what film did lee marvin win the 1965 best actor oscar for,1
4597,how do vending machines tell if your dollar is a 1 or a 5,0
4598,how do telephones work,0
4599,what is the capital of california,22
4600,how do companies cut paper so thin,0
4601,what nonmechanical sport achieves the highest speeds,30
4602,why do men snore,9
4603,what are the most albums sold by one artist or band,1
4604,what is archimedes famous for,9
4605,what letter adorns the flag of rwanda,15
4606,what was the top box office movie in april 1998,1
4607,how many different kinds of ice cream are there,13
4608,what is the most commonly used 1 letter word in the english language,39
4609,where is trinidad,16
4610,which king signed the magna carta,4
4611,name the lawyer for randy craft,4
4612,what are maidrites,7
4613,what is the average age a horse lives,28
4614,what animals acted as lapwarmers for american colonists in church,2
4615,where must a soccer goalie stand to be permitted to handle the ball,16
4616,what us state has the most blondes,11
4617,what are the five most popular usenet groups,5
4618,what is a firewall,7
4619,who was randy steven craft s lawyer,4
4620,what is the best way to remove wallpaper,32
4621,where is rider college located,16
4622,what is the socratic method,7
4623,what date is boxing day,8
4624,where do the blackhawks maintain their operations,16
4625,who released the internet worm in the late 1980s,4
4626,how much pizza do americans eat in a day,13
4627,how many characters are in the chinese alphabet,13
4628,what is the name of miss india 1994,4
4629,what comedian hit the tv screen in 1951 with the nbc afternoon show time for ernie,4
4630,which is heavier cream or milk,18
4631,what are the first ten amendements passed,1
4632,what stephen king novel is set in a graveyard for pets,1
4633,when were camcorders introduced in malaysia,8
4634,why are eggs supposed to be stored small end down,9
4635,who protects dc comics realm of dreams,4
4636,why do pharmacists work on raised floors,9
4637,who was the only president to serve two nonconsecutive terms,4
4638,how many times a day does the typical person go to the bathroom,13
4639,how many colors are there in a rainbow,13
4640,how does hair curl,0
4641,what song did patti page set people dancing to in 1950,1
4642,what historical event happened in dogtown in 1899,10
4643,what does a chiropodist treat,24
4644,name of heroine in scruples,4
4645,what leoncavallo opera features a prologue by a clown,1
4646,what is the procedure called for drilling a hole in your skull to acheive a higher consciousness,32
4647,how many bends are there in a standard paper clip,13
4648,how did edith bunker die,0
4649,who do herb and tootsie live next door to,4
4650,what is the tallest building in japan,16
4651,which drug is commonly used to treat aids,24
4652,what culture developed the idea of potlatch,5
4653,what is the world population as of today,13
4654,what are the three animals in sheila burnford s the incredible journey,2
4655,what is the nickname of the famous flyer who mistakenly flew to ireland instead of to los angeles,4
4656,where is there information on the novel el cid,16
4657,what is the difference between terry cloth and french terry,12
4658,what is one of the languages spoken by the sioux called,40
4659,where have the most dinosaur remains been found,16
4660,what date is richard nixon s birthday,8
4661,what is the difference between pop music and rock and roll,12
4662,how wide is the atlantic ocean,43
4663,what did fcc chairman newton minow declare tv to be on may 9 1961,12
4664,how many times larger than life size is the statue of liberty,13
4665,what businesses or agencies would do an employment verification,5
4666,what michelangelo sculpture is in saint peter s cathedral basilica,1
4667,what is the plural of gulf,39
4668,how many films are made by the major studios in a year,13
4669,what instrument is ray charles best known for playing,35
4670,when did swimming become commonplace,8
4671,what war saw battles at parrot s beak and black virgin,10
4672,who won the rugby world cup in,4
4673,how does color affect a person psychologically,0
4674,where is amsterdam,16
4675,what is the occupation of nicholas cage,6
4676,what is moxie,7
4677,what are amicable numbers,7
4678,how many colleges are in wyoming,13
4679,what makes thunder,9
4680,what age is benny carter,28
4681,what french leader sold louisiana to the united states,4
4682,what homerian epic chronicles events toward the end of the trojan wars,1
4683,what was the rallying cry of the early american revolutionaries,12
4684,what is the current unemployment rate in the us,41
4685,how many jews were executed in concentration camps during wwii,13
4686,what group was formed in 1969 after police met resistance from patrons at the stonewall a greenwich village gay bar,5
4687,in what city does maurizio pellegrin now live,22
4688,what are faults in the earth s crust,7
4689,what are people doing to help prevent the extinction of birds,12
4690,what articles of clothing are tokens in monopoly,14
4691,where is the taj mahal,16
4692,what dumbbutloveable character did maurice gosfield play on the phil silvers show,4
4693,how can i find out which cities have cablemodem access,0
4694,what is the city in which maurizio pellegrin lives called,22
4695,what happened to moon maiden,12
4696,what first name was nipsy russell given at birth,4
4697,when does menstruation begin,8
4698,what are the developmental stages of a swimmer,14
