,label_ind,label,text
22814,7,neutral,rachaelblevins3 heyyyyyyyyyyyyyya
22815,6,worry,quotno more sorrowquot by linkin park
22816,12,love,tommcfly tom i saw again a guy who looks like you in my campus today he is sooo adorable quot but you are still cuter than him haha
22817,7,neutral,it doesnt matter anymoreu got to learn how to be nice
22818,3,happiness,is in starbucks
22819,1,fun,awrd but it is a good one
22820,6,worry,getting ready for school good mood already
22821,9,surprise,my palms are itchy does not that mean something about coming into a great deal of money
22822,9,surprise,extremely happy to see my new track quotthe awakeningquot featured on indivibe httpwwwindivibecomvibephpcity1
22823,9,surprise,jammin to capital in my garden xx
22824,3,happiness,just planted flovers in the school garden with my 3 yr oldvery mucky but great fun
22825,12,love,rosehwang always welcome sweetie hugs
22826,7,neutral,played with fontstruct httpisgdeje uploaded to dafont 16k downloads amp top of its category httpisgdwyyp very wtf moment for me
22827,12,love,amberbenson loved the macaramber
22828,7,neutral,katharotes we will get hitched when you get here
22829,7,neutral,good morning
22830,3,happiness,hannah21thanks i will keep working on her roshikk lol good idea
22831,3,happiness,aha sadiemarie my brothers wallpaper on his phone is dolly the sheep aha i am loling
22832,3,happiness,kinda done trying ugh oh well it was worth the effort long day tomorrow night tweeters
22833,7,neutral,matthewmartini mmmm yes please
22834,7,neutral,jensara swann is an actmodel enjoyed shoot with jensara and friends yesterday httpmyspacecomtheveilonline
22835,5,relief,johnmcginn hi john thanks for sharing that quote it is soo true
22836,12,love,pinkpixie bugger that would have been nice but typically we are heading to bristol
22837,8,empty,money laundering tip 5 sell the business or constructed hotel etc and take possession of your now clean money
22838,5,relief,babydestiny24 thanks i will check those out
22839,7,neutral,jonas brothers live to party it is rocking so hard i love the song
22840,12,love,dhughesy congrats on raffertys arrival he is so cutteee
22841,5,relief,finally in my bed amp i must say i had quite an evening i am ready to tackle this work week amp see what next weekend has in store for me
22842,6,worry,echsizzles i am in kuala lumpur and i know i vanished haha i broke up with my last boyfriend that is why i am back
22843,5,relief,xanderprod glad you liked the gmail addon too we visual people like the asthetics to be right do not we
22844,7,neutral,talindab hey talinda how tyler slept this night my nephew is now 4 yrs old and he stopped naps from age 3
22845,3,happiness,enjoying my bank holiday just had a meeting with the real estate agent who will offer our amsterdam apartment for rent
22846,10,sadness,another week starts
22847,1,fun,adeelahmad rofl u did hahaha lemme tell salman munir p p
22848,3,happiness,just watched that new tmobile advert on youtube i love it quothey judequot
22849,6,worry,i totally needed that sleep need to stretch and wash though now
22850,3,happiness,jason25329 yeah well a deadline is in t9 hours that is architecture for you oh well mmm that coffee sounds like a good idea
22851,1,fun,abledragon the geek in me won i am building my own photoblog theme
22852,1,fun,good morning yes is 557am
22853,9,surprise,i have been losing myself into too many taiwanese dramas this is not good xd but wu chun eeeeeee
22854,7,neutral,got a lot of things to do hehe daya sa mga walang ginagawa
22855,6,worry,morning do not ask me why i am up so early
22856,12,love,chillaxing really yeah man hehe
22857,6,worry,omg missed bus walking miles for a coffee went to see my exclassmates
22858,3,happiness,dannyvan i googled quotengagement ringsquot amp this is the exact ring i wantit was the 1st result too sigh love ithttptwurlnljaq5j4
22859,12,love,my monday running so fast
22860,3,happiness,exams thennn some sexy time
22861,7,neutral,judysteapot yup working away hard busy busy busy
22862,6,worry,willembuchner i am putting in societe generale in china very interesting stuff but has me away too much gotta fix that
22863,7,neutral,midesfilenegro perth australia
22864,3,happiness,paceyy yeah i know things would be so much easier that way i am bored the boys are playing tekenen i can not spell it
22865,5,relief,my body isnt itching anymore
22866,3,happiness,happy star wars day may the 4th be with you
22867,12,love,i love the fact that it is a bank holiday monday and i can stay in bed
22868,3,happiness,deanomarr italy or greece for me love italian men hehe
22869,5,relief,twilightfairy ah well diff in opinion no problemo
22870,1,fun,lezzles hehei bet you have never looked back 3 weeks is a long school trip
22871,7,neutral,julesfm i know but there are loads of others left
22872,6,worry,deveshm just had a look missed out by a couple of hours i am sorry i will let you know next time
22873,10,sadness,this weekend went by way too fast on my way to work with david archuleta in tow
22874,9,surprise,ie8 nearing 6 according to my stats ff 3010 adoption rate amazes me
22875,12,love,thank you to all who recommended me for followfriday amp sundayshoutout
22876,0,hate,buffett lambastes bankers insurers for greed stupidity httpisgdwyab
22877,3,happiness,i just got home i bought twiggies and a toothbrush that promises to make my teeth 60 cleaner httptweetsg
22878,7,neutral,now i remembered the password
22879,6,worry,therealnobody thanks i am up every night all night bad sleeping schedule lol why are you still up
22880,7,neutral,doing more uni assignments
22881,7,neutral,egstrup nice
22882,6,worry,kiransmommy i know all about the awful shifts and he should feel better after he gets tubes in his ears on may 12th but thank you
22883,3,happiness,gozinepetter love the song and liked the movie
22884,9,surprise,michelleer well to me it is summer when the cricket season starts actually and yeah so do i but only when they have sparkly wings
22885,12,love,kalowee will do hee after exams i will give u plenty of shows haha hopeless me
22886,6,worry,just leaving rainy forks starting the long journey home rachel if ur reading this dont worry il send the stuff as soon as i get back
22887,7,neutral,after france i was gonna spend more time in the sun to overcome my negative reaction to it yep in netherlands good luck to me
22888,6,worry,iyl86 well yeah the hormone things basically a given thought he had misbehaved specifically to upset your mom and you
22889,3,happiness,treiz i do but still twittercommonicafrancesca to see gino in drag monicafrancesca and ginoboi this is fun
22890,7,neutral,jofarnold aha so that is you i have been meaning to take a look looks cool if you could just get a pool in there
22891,12,love,mainpa lol thanks glad i have the time off to spend with him can not imagine trying to go into work right now
22892,7,neutral,now twittering
22893,8,empty,doing nothing wanna go out
22894,3,happiness,megfrancesca really was the best night ever
22895,7,neutral,triplejsr a little chair lift tonight would be muchly appreciated
22896,7,neutral,souljaboytellem gooood night sweeeety
22897,7,neutral,pjpri just go near a hive they will tame you
22898,9,surprise,net net net hmm bad weather weird summer
22899,3,happiness,dannywood good morning hope that you enjoy your run amp gym workout this morning can not wait to hear some of your new songs lt3pennie
22900,7,neutral,hey backz here school again its rly boring but yeah
22901,3,happiness,bobbiehouston haha that photo is too funny i hope he was not disturbed by passengers too much during the flight
22902,3,happiness,joining twitter just added a random person
22903,3,happiness,happy star wars day
22904,7,neutral,morning i closed out eurjpy 13225 13200 and place a stop 13055 13155 that 13225 was executed while i was asleep
22905,6,worry,lovefromnaja fresh change from hearing i write sins hey not that theres anything wrong with that
22906,7,neutral,hah finally got home
22907,6,worry,been working on a framework for web based sl application have product registration server login site security amp comms all done
22908,3,happiness,hurray quotsummertimequot starts today meaning i only have to work until 4 pm instead of 430 until august yay
22909,12,love,bexy91 congratulation about the icehockey victory against switzerland
22910,6,worry,is going to be off line for the rest of the day made some progress on a game over the weekend lvturner you may not like me again
22911,3,happiness,aquapunk mintyfresh thanks very much
22912,7,neutral,quotthe complete black booksquot just arrived looking forward to some entertaining tv nights dvd
22913,3,happiness,watched 17 again sooo good
22914,3,happiness,a sunny day brights up the day
22915,12,love,loving mondays for so many reasons
22916,6,worry,star wars day i did not know there was a such thing may the force be with you lt3
22917,7,neutral,just finished eating
22918,6,worry,creating your business in the us from france looks quiet easy
22919,7,neutral,is trying to find a profile picture that is not too big and loving the hills marathon on mtv
22920,7,neutral,dfflanders looking forward to android 15 being pushed to the g1 then
22921,6,worry,sooo 5 days till i take off sun and sea ure waiting for meeee can not say if i can get all my stuff packed up in time lt3 guadeloupe lt3
22922,6,worry,snagy no other reason i wonder if she loves you
22923,7,neutral,rahulgoyal1986 i do have one coloured one on my leg its a butterfly filled with colour x
22924,2,enthusiasm,ken wilber realistic expectation of integral wisdom httptinyurlcomclfzdx very interesting i do not mind the video quality
22925,3,happiness,ive spent a lazy day today finding some interesting people to follow its reinforced the saying it takes all sorts of people
22926,12,love,vidam haha that would be cool brianna and i should fly over there haha
22927,7,neutral,yeah i made the python conversion script for the providers extranet in 1 day 3 expected a way to promote python at jcdecaux
22928,1,fun,taylorswift13 the video on myspace is so funnyu run a lot hahaha i voted
22929,3,happiness,in london off to do the tourist thing
22930,6,worry,smelltherainbow really least u wont hav 2 put up wiv him
22931,6,worry,rohant yeah that will keep my mid section down
22932,12,love,emilyrobe good to see you have not lost your sense of humour get well soon
22933,3,happiness,i just eat a reallyyy good ice cream
22934,5,relief,on the way to sthlm it will maybe be a movie cool httpgykdnet
22935,7,neutral,new to this shiznaay
22936,12,love,going to see my grandad today lt3
22937,6,worry,is so hungover what a crazy night i am also in the bad books with mother
22938,10,sadness,mentally exhausted a cuppa right now with almond biscotti would be really nice
22939,3,happiness,phoebealicex when my brother is 18 i will have moved
22940,0,hate,why is the font so huge small fonts rock socks
22941,10,sadness,going to group therapy session can not wait to spill my guts ha ha ha
22942,7,neutral,welcome maxshrem since it seems you are interested in cheese i hardly suggest you to follow surbir too
22943,0,hate,i knew there was a reason i hated cars 1 too slow 2 too big 3 i get car sick 4 motorbikes are much much much more fun
22944,7,neutral,alittlelesskaty hey u like fob 2 follow me luv 2 talk more looking 4 frineds followers ellen
22945,5,relief,scaree i hope today just flows through and lots of nice things happen at work so you come home happy
22946,9,surprise,oristudfarm very impressed
22947,1,fun,weareinvincible this calls for a high five do not miss hotshot xd
22948,6,worry,good morning guys experimental chemistry test this morning s wish me luck
22949,2,enthusiasm,im still in my my pjs but i haveto get dressed cuz im going to see dancing on ice live
22950,10,sadness,abeen good question nepal pm declaring to resign and actually resigning is two very different things
22951,12,love,rhysahughes httptinyurlcom6n4w5o to prove i still have good tastenow dance dance dance dance to the radio
22952,2,enthusiasm,stephenfry gotta catch em all
22953,10,sadness,bwhips good to know i am not alone in my confusion
22954,1,fun,is eating a delicious cheesebread much batter than any bagle
22955,7,neutral,listening to the simply awesome ratatat on a bank holiday monday before a bbq later httpbitlygjqsh
22956,9,surprise,great new directory on babysitterdirectory coming soon and its a directory with a twist all will be revealed next week
22957,12,love,fraseredwards seems like a win win situation
22958,3,happiness,okayyy you can read it to me cause then i will feel special haha
22959,7,neutral,on my way to the airport headed to nyc
22960,12,love,ah just saw my little nephews all is well with the world again i love those boys so much have to say my sis in law does a great job
22961,0,hate,cry baby janes joplin what is this munsay music but i dont know wich shit day i am today
22962,7,neutral,jaybranch you too remember the kids grenades will go off again as soon as you have tidied the house
22963,12,love,mistygirlph thanks misty really appreciate your support thanks for the comment off to spend day out with dylan down beach
22964,10,sadness,se7enup cm on anh ko the chiu noi noi nh tifa roi d thang cloud danh dam gi mac ke no quotgt
22965,12,love,it is so cute watching matt play with the wii as i do some work
22966,5,relief,chrisclp i heard 88db is better for mixing downespecially if you use 808 sounds
22967,12,love,drpeabody i am pretty sure we got sent home a couple of times too tis the week to remember mary antos grannyquotthe love is all aroundquot
22968,5,relief,did not twitter much yesterdayapologizes for not respondinggoodnight
22969,12,love,eddieifft you do not want to leave because secretly you know australia is twenty times better than america
22970,3,happiness,miafreedman you looked gorgeous last night hope you had a heap of fun
22971,7,neutral,and in the animal action area ferret racing
22972,7,neutral,phoebealicex haha you sound like lizzie l she is got a sister who is older than her and she is like argh all the time
22973,9,surprise,kadambariyer wow i see a mrb obsession in you
22974,3,happiness,wow my weekend was pretty fucking epic grr school tmrw
22975,2,enthusiasm,erryreeves thx ri that is all because of his grace kalo ngga aku uda nyerah dr awal hehe his grace is enough
22976,6,worry,knighttcat oh man 3 in a day torture much well good luck there too i have exams for 19 dayshow stupid soon we will party right
22977,12,love,littlefletcher awww you will have to post a pic i bet it will look dead nice y
22978,6,worry,ok 1st ginormous cup of coffee down monday looking much better to me
22979,3,happiness,docthebigman hey ive never caught enyone on live before
22980,9,surprise,one year with emily wow l
22981,7,neutral,recording new songs
22982,7,neutral,voted for taylorswift13 on cmtcom
22983,8,empty,saileshr how is the head this morning
22984,7,neutral,having a lazy day after a very alcoholic wk end
22985,3,happiness,from me and no one else muhahahaaaa well maybe jesse
22986,3,happiness,cetras lol anyway ni shi wai guo ren
22987,7,neutral,iholleeee well now i do
22988,3,happiness,bertgoethals cool i used to live 5 houses to the left of that place always something going on p
22989,6,worry,dump my boyfriend find a much much better man and the girl can get a nice knuckle sandwich from moi
22990,12,love,good morning happy monday everyone
22991,7,neutral,done emailing loads of email came in in the past days now need to do some follow ups this afternoon working on two client projects
22992,7,neutral,shop then work time see yas laterz x
22993,1,fun,lm tgi fridays on a monday hee hee
22994,7,neutral,burning time at wacha
22995,10,sadness,nptnmkiii so many rules you expect people to be human and have a pic pfft good morning welcome to another monday
22996,7,neutral,mathewhulbert now there is a question for 140 characters one of historys great unanswered what ifs i would say
22997,12,love,jonasbrothers nice skillz nick x love always marjorie amp jemimah sydney australia
22998,7,neutral,httptinyurlcomd53dmn mcfly parody by chris moyles xx
22999,7,neutral,omarabid i was born there
23000,5,relief,is back in fine old melbourne town
23001,9,surprise,omg himym one of the best shows on earth
23002,7,neutral,designerdepot this is a nice collection
23003,6,worry,coughran soon i hope really need to finish the cloning project so i can get more done
23004,3,happiness,is sipping oj in the sun in san pedro at la soberana again with sunny smiley nita the garlic tomato paste is delicious yummy
23005,10,sadness,sweetcharlotte we should there will be another thrown i am sure but this one will be with my american family
23006,3,happiness,elj ok nice one cheers boss am liking the lack of fcs today
23007,3,happiness,missdaisymusic is ben got yourself a twitter good work
23008,3,happiness,up i slept in till 1102 shooting a new vid today
23009,6,worry,just a week left till radioactive dvd come out i really can not wait
23010,7,neutral,sapphiresmoke welcome found her yesterday by accident
23011,12,love,aaraddict musicmonday i agree it is just an excuse for me to tweet music for hours on end
23012,3,happiness,i am in the garden making pictures weed an sweep the weather is nice see you l8ter people
23013,12,love,dollburrell ooh cutting i like you
23014,9,surprise,when you think about it the way god works in tremendously amazing he made it possible for me to get my card holder that i lost back
23015,7,neutral,going to shower because i do not want to smell at school tomorrow
23016,2,enthusiasm,i designed a new shirttttt
23017,3,happiness,cant wait for thursday
23018,3,happiness,charavel nice now gimmeh some nice stuff
23019,7,neutral,watching a gossip girl
23020,7,neutral,algo81 yes i think it is safe to say she is at the same popularity level today as always
23021,7,neutral,vic2slic doing pretty well up and wide awake
23022,5,relief,quotit is like that and that is the way it isquot run dmc httpblipfm5jgvk
23023,6,worry,marinesetwas dann mach mal 12seconds
23024,3,happiness,cocodemerusa joined you on facebook
23025,1,fun,is getting ready to start the work weekwork 2 off 3 then work 3 more it is not bad have a great one everybody
23026,3,happiness,mizztrouble my pleasure sweetie lookin forward 2 gettin 2 know u
23027,7,neutral,pandemicz yes
23028,3,happiness,i am back from my weekend getaway energized for another week bring it on lol
23029,12,love,antonkiselev congrat on 4am i do it every day since one month
23030,3,happiness,davidarchie hey david i am wondering if you received a letter that has a song in it from malaysia please reply and have a nice day
23031,12,love,wwisewolf hey oh my remember to take some time to actually enjoy the day i have loads to do too better crack on have fun today
23032,3,happiness,happy bank holiday monday twitter bath time spring clean movie marathon lazy day
23033,7,neutral,omariofficial qood morninq
23034,6,worry,caluvminwoo way too many people indeed i only recognize the chinese guy lol
23035,5,relief,installing dvt card for loonix fingers crossed i hope it turns out as well as my android upgrade
23036,12,love,tracey1972 pamjob see you later lovely ladies be good amp i love you millions xxx
23037,12,love,it is those little things you do that make me love you
23038,3,happiness,themanwhofell compliment taken thanks key is to be yourself
23039,6,worry,market whn goes lower also problem and when it goes like a wild bull also problem
23040,12,love,playfulpixel that sounds good
23041,3,happiness,yay back at home
23042,6,worry,amileegrant its hilarious
23043,3,happiness,hi charlie thank you for following me nice to know there is another ollmann in the new world
23044,4,boredom,com125 we have a quiz again feliza is bugging us again its getting very annoying
23045,11,anger,is downloading new fonts again httpplurkcomprplkr
23046,7,neutral,i just reading a magazine
23047,5,relief,just up the longest lie in a while thank goodness neck still painful but today i am going to head out y
23048,3,happiness,apparently it is starwarsday
23049,3,happiness,100 followers bom dia
23050,6,worry,akavirtualpa kat stewart did a great job with a great character not that i watched underbelly in victoria
23051,3,happiness,is getting more and more excited about thorpe park tomorrow
23052,2,enthusiasm,veronica11258 ok i got you knight
23053,7,neutral,andykemp one of our governors is one of the directors of the company
23054,5,relief,kaushal thanks man glad u liked it
23055,3,happiness,happy bank holiday
23056,7,neutral,use this link to start earning free cash httptinyurlcomcoboyf just sign up and get paypal cashouts of minimum 1
23057,1,fun,cyrandorman woot i have created something inspirational look forward to seeing more of your writings
23058,7,neutral,httptwittercomdjcyana yeah haha why
23059,7,neutral,rainycitylove oui i figured that since its a day off i would better start brushing up on my french so far i have learnt bonjour and oui
23060,7,neutral,the path to liberation is clear when you realizewhen you truly comprehendthat you are the architect of your life
23061,7,neutral,lilymcnee your welcome
23062,8,empty,samburnett firmly embedded in her hampstead constituency then
23063,7,neutral,enjoyed country style mince with mash for dinner amp is now drowning it in 2006 nussdorfer herrenberg produced amp bottled in germany
23064,8,empty,se7enup cm on anh ko the chiu noi noi nh tifa roi d thang cloud danh dam gi mac ke no quotgt
23065,12,love,gonna run to the gym to get my workout in before my really fkin big pile of mulch arrives at around 8 or 9am i am excited about my mulch
23066,12,love,i had great time in boston thanks to my baby girl httpplurkcomprplmy
23067,3,happiness,pattidigh we are all so proud of you i am seriously thinking of joining you next year got to get training
23068,7,neutral,dhughesy no your just experiencing the joys of parenthood
23069,3,happiness,finally was blessed to see the moon
23070,7,neutral,dhughesy nah you are just altered forever enjoy
23071,9,surprise,jonasbrothers httptwitpiccom3bnas can not wait to actually hear what he is playing love you nick x
23072,10,sadness,sparklethots love that birdy nest though i already got us another kind
23073,12,love,levitte yay it will be good to have you back
23074,3,happiness,ok happy star wars day everyone as they say may the 4th be with you
23075,8,empty,lizzie4berries also bored at school its my third freelesson freistunde
23076,7,neutral,morning world is raining 2day so revision do not seem so tough
23077,7,neutral,uup morning off to school see ya xxx
23078,6,worry,showertrafficfactory yaaaay
23079,7,neutral,finally finished my fucking film final well all except 1 part but idk how to do it
23080,7,neutral,braescotland may be back laterhope you have a good day byeeee xxx
23081,3,happiness,pembsdave hope you are having a relaxing day i feel so laid back i can not stand up
23082,7,neutral,andrewjohnson have a good night
23083,1,fun,nznewsboy damn straight you know what the game is and if you have heard the tracks you will know why i have been rocking out
23084,7,neutral,everybody look at my new profile picture just click it on my profile
23085,7,neutral,there are some great honey based recipes for you amp the kids to download at httptwurlnlltlny8 join in the fun for honey week
23086,6,worry,stephenfry i have been single so long all i have is a hans solo
23087,2,enthusiasm,timscott2 cool whenever i see someone is making so much i tell them i willing to help them spend so what is your deal
23088,1,fun,had to play one more and share the vibe of this song something about it jus brings out the feel good ta httpblipfm5jh0u
23089,6,worry,it is 6 am i have not been to bed yet and i just got my second wind guess i should edit or read or something until i feel tired huh
23090,1,fun,hypnoticzexy ooooh so you are the dream husband lol d i saw stranthorpe on a map today and thought thought of dear shea lol
23091,3,happiness,time to snuggle up in bed with the electric blankie on
23092,3,happiness,nothing like 10p to kickoff the bank holiday dig the haircut luke next stopselfridges
23093,5,relief,chuckdarw1n whew thassa relief
23094,3,happiness,lollipop26 that was a really good interview to read really enjoyed it x
23095,12,love,just set up a new computer again 15min i love norton ghost
23096,3,happiness,is listening to sunloungers music waiting for the sun to set
23097,3,happiness,christhesoul well does not that look fab even if i do say so myself
23098,7,neutral,is starting her pre europe diet today goodbye midnight snacks goodbye iced tea hello momol hahahahaha httpplurkcomprplpr
23099,3,happiness,is such a good big cousin as shes taking her little cousin to see hannah montana the movie next weekend
23100,5,relief,kadenmcneil try thinking of something calm and peaceful such as relaxing on the beach
23101,3,happiness,happy star wars day may the fourth be with you
23102,7,neutral,serabishop sez need to get u to look at my flights again will email ur work tonite
23103,9,surprise,brettdennen discovered you at the fray last night nice music then saw your vlogs really so whack
23104,3,happiness,fromlucy thank you dearie i just followed dome of them on there too
23105,9,surprise,laurenceobrien thank you xo
23106,3,happiness,keza34 comedyqueen morning
23107,5,relief,thorsonb well i dont have to do any resits lol so its my last exam
23108,5,relief,new deleriums music video httptrimkpu3 mixed by tiesto i guess bill leeb finally forgot his musics roots
23109,1,fun,vectorfunk presentation went well yes i also met a buch of cool people checked your portfolio nice workdetails in the projects
23110,5,relief,httptwitpiccom4jccd and also these hi top reeboks cause i can
23111,5,relief,yaaayyy no work today
23112,3,happiness,do not we all love bank holidays
23113,5,relief,done with the dentist until november
23114,3,happiness,needs a yummy breakfast after her shift
23115,12,love,mayalabeedc3 i know our cats could be family mikesh is so cute
23116,5,relief,may the 4th be with you via matthew858 thanks i get it now and it is awesome
23117,6,worry,paminnewzealand hiya you might want to delete and retweet the link to your blog does not work
23118,6,worry,3 days of frisbee three nights of partying and sprained ligaments can not imagine a better long weekend
23119,7,neutral,download movie notorious httptinyurlcomd2u4gs cool movie
23120,7,neutral,knusee hugs listening to ebtg quoteach amp every onequot perfect for public hol monday morn with cuppa t
23121,12,love,kcghosthunters can not wait to hear the evp and cuuuute picture
23122,3,happiness,having a pj dayydoesnt happen veryy often
23123,7,neutral,alandavies1 raining in belfast too and i promised myself i would clean my windows today back to bed then
23124,12,love,projiuk cool that is good you back on trains for a while
23125,12,love,theclassiccrime i love your music especially the fight thats a awsome song by far
23126,3,happiness,taylorswift13 woooooooooo are you coming to nottingham at any point lovelovelovelt3
23127,12,love,goodnight magic and pretty world
23128,0,hate,i hate mondays but i love revision3s schedule hello digg reel
23129,7,neutral,morning beverley youre like a breath of fresh air on twitterland have a good day
23130,3,happiness,came back from bishopstorford went to my aunts wedding party by the way it was fun i got to see my cousins again after about 3 years
23131,7,neutral,logoholik a pleasure bojan
23132,7,neutral,iamjonathancook must go to strawberry fields
23133,6,worry,i want to see goaudio someone take me please 5daysl
23134,12,love,chaz81 do u have a morrisons near u their chemist should be open
23135,2,enthusiasm,colbyrne totally agree
23136,7,neutral,jennamadison dinner done shower done now time to chill with block of chocolate
23137,3,happiness,cyberwest thanks for that twitpic sure made me laugh
23138,7,neutral,katishahoni might be cute to do a little picture book called quotthe little book of boringquot
23139,12,love,dajuin appending the verticalchinese hash tag is a nice touch
23140,11,anger,so what is so great bout your so called wonderful love life for god sake wateva
23141,6,worry,going to bed how is ever reading this
23142,7,neutral,the work got me back100 percent monday feeling
23143,5,relief,httptwitpiccom4jcfg about to cycle within this quarry on shipley glen near baildon moor before heading back through the woods
23144,3,happiness,bemeaningful thanks for ff wink
23145,1,fun,mahalo great show colliebuddz aloha thx for makin it out to kauai we enjoyed it safe trip
23146,7,neutral,memesijaitort thanks i will send you a photo of my first
23147,7,neutral,y am i still awoke 512 am
23148,4,boredom,hey you all suckits anybody on there s im so bored common answear me
23149,7,neutral,benzoenator i am sure peterblackqut would know of more
23150,1,fun,areyoumee yeaaaah lol i am just insane
23151,12,love,kayla314 ahhh ikr he is the cuteset thing ever plus it reminds me of twilight which is good cause i looooooove it so much
23152,3,happiness,tomfelton httptwitpiccom2dmtn i saw this pic and it reminded me of you in anna and the king so cuuuute little fella
23153,7,neutral,im cleaning out my closet ahhh
23154,7,neutral,thelonely california
23155,12,love,xxkelliemariexx ohh thankss bubble we have some of your things you left here we are going to send them before we go missing youuu
23156,8,empty,dawizonline got ya that would not be so bad tho right
23157,3,happiness,i am kind of excited to go to school today i dont know why hopefully it will be a good day
23158,3,happiness,pretty happy with how things have changed over the past 2 monthsdefinitely for the best
23159,12,love,is loving life
23160,7,neutral,productive day 1
23161,7,neutral,pjaficionado what can i say i am a creatur of night hmm should be dne soon
23162,8,empty,having another only fools and horses marathon day
23163,7,neutral,wolfierankin i know a whole different meat pie back then
23164,7,neutral,stevencohmer iv just added u as friend on youtube
23165,1,fun,ankitbathija did we hear our name thanks ankit get them on to our parlour hokeypokeybandra
23166,12,love,rrolyat thankyou lt3 iloveyoutwoooo
23167,3,happiness,ideas gallore rock opera ftw yes tweets kayleigh and i are writing a rock opera for more info email us coatandkayhotmailcom
23168,7,neutral,is saving up till hk
23169,12,love,loving my new hr monitor
23170,6,worry,videohive heres getting cold and i got my coffee break 2 minutes ago enjoy your drink
23171,3,happiness,finally done with my project now its 312 am haha goodnights lt3
23172,3,happiness,wookiesgirl i was thinking quoti never see her tweetquot well duh if i do not follow you i can not now i can
23173,7,neutral,midgetmeg hi meg mileycyrus lifes a climb but the view is great
23174,6,worry,hope it becomes okay soon samaliksi
23175,7,neutral,tweet later byee
23176,6,worry,forrrrrrrrrrest httptwitpiccom4jazs congratulations you two are adorable beautiful ring too
23177,6,worry,shauntrice my bad homie
23178,2,enthusiasm,ok twitter show me what your all about
23179,7,neutral,stephreayy we are going all out
23180,1,fun,i uploaded my random fandom trailer to youtube check it out in here it is also in hd httptinyurlcomd5oyfl
23181,1,fun,what do you think i am doing at the moment yeah you guessed it httpwwwphoenixfmcomlistennowphp
23182,7,neutral,iphone nano and iphone shuffle httptinyurlcomdc4jbk no surprises if this really happens
23183,8,empty,remyfoster i did about 6 once
23184,7,neutral,off school today happy may day
23185,7,neutral,lyssiecc hahah im way too lazy to check my phone ooo michells are you wtaching the recruits
23186,12,love,unknownnunes goodmorning to youthank you so much for being so kind the sun is out and i am going to paint outside
23187,9,surprise,alandavies1 diggin your moustachio looking good daddio
23188,6,worry,unlike cierra i look like poop today whatevahh lol
23189,3,happiness,capones island in 2 days my summer is just starting
23190,3,happiness,quotwe did it we did it oh yea yea yea no eating here tonite woo eating here tonight no no no eating here tonite you on a dietquot finding nemo
23191,10,sadness,thats my moan for the day
23192,0,hate,beachnz yep nothing better
23193,7,neutral,fudgecrumpet prefer 80s singstar i know all the words
23194,7,neutral,is helping karenegge making a twitter account
23195,3,happiness,already back from shopping and about to do a nice monday roast
23196,3,happiness,vileness now that is hilarious i can imagine their reactions
23197,1,fun,sofiavalentine cool baby when are you going to go i will be there in july
23198,3,happiness,r1cc1 that is funnywell i will say bye again bc i am really that deliriouslol i worked 13 hrs i thinkcrazyanyhoo bye lady
23199,5,relief,done finally yay now i can relax for well one day d haha
23200,5,relief,watarigoro yep i hope my lame attempt with the spaces helped me to hinder them lol i know tomorrow i guess
23201,6,worry,flop back after going out to bag geocache gc1qr2r nice hide
23202,12,love,blasha do it and i will give you the first hug
23203,12,love,i love twilight
23204,7,neutral,is chatting to one of her besties
23205,7,neutral,third driving lesson then back to the office
23206,1,fun,megzx lol get watching it again hehe
23207,3,happiness,lisibo quotgrace and skills of a newborn giraffe quot is a great visual aid fabulous language to use as an example for kids thx
23208,12,love,says i always love fifth and tomorrow is 5th dance httpplurkcomprpmyd
23209,6,worry,writing my english original writing storyyyyy and listening to a little respect by erasure aaaaaah
23210,7,neutral,danishctc checked and commented
23211,3,happiness,may the 4th be with me today as i round off the weekend with one more session happy 4th you all from the fintster
23212,7,neutral,save the readheads
23213,1,fun,in honour of starwarsday i have fired up a new hope in the dvd player in full thx glory
23214,1,fun,louisebolotin funny how much difference simple changes make bed looks ace
23215,3,happiness,welcome new followers also
23216,3,happiness,miamiadc good morning miamiadc my weekend was great and i just had my monday which was also great i hope you have a wonderful day
23217,7,neutral,colleen really sincerely hopes that kalebnation gets better soon
23218,7,neutral,well up and into the third day of virgin 1s captains log star trek weekend
23219,12,love,watching the hills arghh i lovee itt makin r liam watch it with me haha girls aloud in 15 dayss cannot waitt too see cheryl x
23220,7,neutral,maverickny thank you
23221,12,love,exocetau hey lovely hope you had a good day thanks for an awsome night and teaching me how to put together a tiehahaha
23222,6,worry,yumecouk haha nice wheels victoria will be doing her own peddling thankfully the boys will get the free ride
23223,5,relief,suziperry yay good for both of you enjoy the break you probably need it after such hectic weekend take care hun xxxx
23224,12,love,gertrudesteinjr that is kinda cute to be honest
23225,7,neutral,just got back
23226,2,enthusiasm,i just got a twitter account
23227,10,sadness,yassak you hate her i love her presentation got cancelled i got up at 0600 and went in to work today for this pitch
23228,5,relief,tankianann it actually is according to all the retweets at least
23229,5,relief,lharp franto it is an app to finally face the truth you lack time and never be able to achieve all your goals in life
23230,9,surprise,jd and turk make me laugh scrubs
23231,6,worry,happy star wars day may the fourth be with you
23232,12,love,perpetualspiral i love pb amp banana sandwiches still a fav of mine
23233,12,love,is going to have a relaxing hot bath goodnight for now then twits amp dont worry andy i love you more than twitter hehe
